State/Province,Country,Country Lookup: Time Zone,Exlibris Customer Care Region,Account Name,Account Name Internal,Account Currency
,United Kingdom,Europe/London,EMEA ANZ,Oxford Centre for Religion and Public Life (OCRPL),Oxford Centre for Religion and Public Life,USD
Madrid,Spain,,EMEA ANZ,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO","Ministry of Industry, Trade and Tourism of Spain",USD
,United Kingdom,Europe/London,EMEA ANZ,Bath and Northeast Somerset Council,Bath and Northeast Somerset Libraries,USD
MA,United States,,NA,Cristo Rey High School Boston,Cristo Rey High School Boston,USD
AL,United States,,NA,Talladega College,Book Systems Inc - Talladega College,USD
,United Kingdom,Europe/London,EMEA ANZ,London Borough of Newham,London Borough of Newham,USD
MA,United States,,NA,University of Massachusetts Boston,University of Massachusetts Boston,USD
TX,United States,,NA,"Alcon Vision, LLC","Alcon Vision, LLC",USD
Istanbul,Turkey,Europe/Istanbul,EMEA ANZ,Istanbul Universitesi Cerrahpasa,Istanbul University Cerrahpasa,USD
,United Kingdom,Europe/London,EMEA ANZ,Manchester Central Library,Manchester Libraries,GBP
Doha,Qatar,Asia/Riyadh,EMEA ANZ,Philippine School Doha,Philippine School Doha,USD
Southern Harbour,Malta,Europe/Brussels,EMEA ANZ,Malta Communications Authority,Malta Communications Authority,EUR
CA,United States,,NA,Berkeley Media Studies Group,Berkeley Media Studies Group,USD
TX,United States,,NA,JPS Health Network,JPS Health Network,USD
,United Kingdom,Europe/London,EMEA ANZ,Warwickshire College,Axiell ALM Ltd - Warwickshire College,USD
NL,Canada,,NA,Town of Portugal Cove St Philips,Town of Portugal Cove St Philips,USD
TX,United States,,NA,Lake Jackson Historical Association,Lake Jackson Historical Association,USD
CA,United States,,NA,Cambria Historical Society,Cambria Historical Society,USD
TX,United States,,NA,NBC Universal,NBC Universal Accounts Payable,USD
MO,United States,,NA,MBS Textbook Exchange LLC,MBS Textbook Exchange Inc,USD
ANTIOQUIA,Colombia,America/Bogota,LATAM,Corporación Universitaria U de Colombia,Corporación Universitaria U de Colombia,USD
TX,United States,,NA,Texas A&M University Bookstore - San Antonio #2168,Texas A&M University Bookstore - San Antonio #2168,USD
CA,United States,,NA,Wested,WestEd,USD
Huila,Colombia,America/Bogota,LATAM,Fundacion Escuela Tecno De Neiva Jesus Ovied Perez,Jesus Oviedo Perez Neiva Technology School Foundation,USD
,United Kingdom,Europe/London,EMEA ANZ,Bbsrc,Bbsrc,USD
,United Kingdom,Europe/London,EMEA ANZ,Banner Research,Banner Sun Health Research Institute,USD
Stockholm,Sweden,Europe/Brussels,EMEA ANZ,LM Information,LM Informationstjanst,USD
MD,United States,,NA,Howard Hughes Medical Institute,Howard Hughes Medical Institute,USD
,United Kingdom,Europe/London,EMEA ANZ,Manchester Public Libraries,Manchester Public Libraries,GBP
,Taiwan,Asia/Taipei,APAC,Taipei Fine Arts Museum,Taipei Fine Arts Museum,USD
,United Kingdom,Europe/London,EMEA ANZ,Unilever Plc,Unilever Plc,USD
CT,United States,,NA,Pfizer Incorporated CT,Pfizer Global Research and Development Connecticut,USD
Niedersachsen,Germany,Europe/Berlin,EMEA ANZ,Troy Chemie GmbH,Troy Chemie GmbH,EUR
,United Kingdom,Europe/London,EMEA ANZ,Mindshare,Mindshare,USD
OR,United States,,NA,Legacy Health System,Legacy Health System,USD
TX,United States,,NA,Bay City Public Library,Bay City Public Library,USD
CASERTA,Italy,Europe/Rome,EMEA ANZ,"CIRA, Italian Aerospace Research Center",Centro Italiano Ricerche Aerospaziali 438430,USD
Northern,Malta,Europe/Brussels,EMEA ANZ,Transcontinental Institute of Higher Education,Transcontinental Institute of Higher Education,EUR
KY,United States,,NA,Norton Healthcare,Norton Healthcare,USD
BC,Canada,,NA,Association of Registered Nurses of British Columbia,Association of Registered Nurses of British Columbia,USD
FOGGIA,Italy,Europe/Rome,EMEA ANZ,Fondazione di Religione e di Culto Casa Sollievo della Sofferenza,Religion and Worship Foundation Home for Relief of Suffering,USD
,United Kingdom,Europe/London,EMEA ANZ,National Football Museum,National Football Museum,USD
MILANO,Italy,Europe/Rome,EMEA ANZ,Humanitas Mirasole SPA,Humanitas Mirasole SPA,USD
ND,United States,,NA,Sanford Health,Sanford Health,USD
MA,United States,,NA,Flint Fitzgerald University,Flint Fitzgerald University,USD
BOLZANO,Italy,Europe/Rome,EMEA ANZ,Libera Universita di Bolzano,Libera Universita di Bolzano IT,USD
New South Wales,Australia,,EMEA ANZ,Kelso High School,Kelso High School,USD
MILANO,Italy,Europe/Rome,EMEA ANZ,Università Commerciale L. Bocconi,Università Commerciale L. Bocconi,USD
MD,United States,,NA,Sinai Hospital,Sinai Hospital,USD
BJ,China,Asia/Shanghai,APAC,China Academy of Chinese Medical Sciences,China Academy of Chinese Medical Sciences,USD
TX,United States,,NA,Texas Children's Hospital,Texas Childrens Hospital,USD
ES,Brazil,,LATAM,Faculdade Unida de Vitoria,United College of Vitoria,USD
WB,India,Asia/Kolkata,APAC,Vidyasagar University,Vidyasagar University,USD
VA,United States,,NA,IBM Washington IP Law,IBM Corp Washington Intellectual Property Law Office,USD
ES,Brazil,,LATAM,Multivix,Multivix,USD
,New Zealand,,EMEA ANZ,New Zealand Occupational Therapy Board,New Zealand Occupational Therapy Board,USD
Hauts-De-Seine,France,Europe/Paris,EMEA ANZ,Technip Energies France SAS,Technip Energies France SAS,USD
NLE,Mexico,,LATAM,BMC Medical Manufacturing,BMC Medical Manufacturing,USD
NY,United States,,NA,Shalom Hartman Institute of North America,Shalom Hartman Institute of North America,USD
NY,United States,,NA,Arcadis US Inc,Arcadis US Inc Syracuse,USD
TS,India,Asia/Kolkata,APAC,Vigi Medsafe Private limited,Vigi Medsafe Private limited,USD
NY,United States,,NA,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,USD
PA,United States,,NA,Jenkins Law Library,Jenkins Law Library,USD
TX,United States,,NA,Berry Miller Jr. High School,Berry Miller Jr. High School,USD
CT,United States,,NA,Financial Accounting Foundation,Financial Accounting Foundation,USD
JL,China,Asia/Shanghai,APAC,Changchun Normal University,Changchun Normal University,USD
NJ,United States,Asia/Seoul,NA,Gleba,Gleba,USD
CMX,Mexico,,LATAM,Grupo Aliat Universidades,Grupo Aliat Universidades,USD
NJ,United States,,NA,Kenvue,Kenvue,USD
IL,United States,,NA,Field Museum,Field Museum Natural History,USD
ON,Canada,,NA,Workforce Development Board,Workforce Development Board,USD
MA,United States,,NA,Takeda Development Center Americas Inc,Takeda Development Center Americas Inc,USD
PA,United States,,NA,Mercer Museum and Fonthill Castle,Mercer Museum and Fonthill Castle,USD
Victoria,Australia,,EMEA ANZ,Victorian Institute of Technology,Victorian Institute of Technology Melbourne Campus,USD
NY,United States,,NA,Southampton Historical Museum,Southampton Historical Museums and Research Center,USD
WI,United States,,NA,Renaissance Learning,Renaissance Learning Inc,USD
MA,United States,,NA,CDM Smith Inc,CDM Smith Inc Boston,USD
Auckland,New Zealand,,EMEA ANZ,academyEX,academyEX,USD
VA,United States,,NA,American Physical Therapy Association,American Physical Therapy Association,USD
DC,United States,,NA,American Public Health Association,American Public Health Association,USD
NY,United States,,NA,Cold Spring Harbor Laboratory Library,Cold Spring Harbor Laboratory Library,USD
MA,United States,,NA,Woods Hole Oceanographic Inst,Woods Hole Oceanographic Institution,USD
,United Kingdom,Europe/London,EMEA ANZ,Health Education England North East,Health Education England North East,USD
In,United States,Europe/Istanbul,NA,Republic,The Republic,USD
,United Kingdom,Europe/London,EMEA ANZ,MAP BioPharma Ltd,MAP BioPharma Ltd,USD
,Botswana,Africa/Johannesburg,EMEA ANZ,Botswana Sectors of Educators Trade Union (BOSETU),BOSETU,USD
Northern,Israel,Asia/Jerusalem,EMEA ANZ,Shlomo Gurevich,Shlomo Gurevich,USD
,United Kingdom,Europe/London,EMEA ANZ,Norfolk & Suffolk NHS FT,Serco ASP Financial Services - Norfolk and Suffolk NHS Foundation Trust,USD
ON,Canada,,NA,University Health Network,University Health Network,USD
,United Kingdom,Europe/London,EMEA ANZ,Oxford University Hospitals NHS Foundation Trust,Oxford University Hospitals NHS Foundation Trust,USD
OOST-VLAANDEREN,Belgium,Europe/Brussels,EMEA ANZ,Cultuurconnect vzw,Cultuurconnect vzw,USD
New South Wales,Australia,,EMEA ANZ,University of Technology Sydney,University of Technology Sydney,USD
MO,United States,,NA,Baptist Bible College,Baptist Bible College,USD
Oise,France,Europe/Paris,EMEA ANZ,Universite de Technologie de Compiegne UTC,University of Technology of Compiegne,EUR
IL,United States,,NA,Josiah Venture,Josiah Venture,USD
99,Vietnam,Asia/Ho_Chi_Minh,APAC,Thuong Mai University,Thuong Mai University,USD
,Italy,Europe/Rome,EMEA ANZ,Universita Degli Studi dell' Aquila,Universita degli Studi dell'Aquila,USD
SELANGOR,Malaysia,,APAC,Universiti Kebangsaan Malaysia,Universiti Kebangsaan Malaysia,USD
PA,United States,,NA,Academy of Natural Sciences,Academy of Natural Sciences of Drexel University,USD
FL,United States,,NA,Eckerd College,Eckerd College,USD
NY,United States,,NA,Thirteen,WNET,USD
Nordrhein-Westfalen,Germany,Europe/Berlin,EMEA ANZ,Max Planck Institute for Mathematics,Max Planck Institute for Mathematics,USD
FL,United States,,NA,University of Florida,University of Florida,USD
MA,United States,,NA,ABT Associates Inc,ABT Associates Inc,USD
IL,United States,,NA,Baker and Taylor,Baker and Taylor Inc Momence,USD
,Denmark,Europe/Brussels,EMEA ANZ,State and University Library,State and University Library,USD
GA,United States,,NA,Baker & Taylor,Baker and Taylor Inc Commerce,USD
Midtjylland,Denmark,Europe/Brussels,EMEA ANZ,Royal Danish Library,Royal Danish Library Aarhus,USD
FL,United States,,NA,Blackboard LLC,Blackboard LLC,USD
NY,United States,,NA,IBM Corporation,IBM Corporation,USD
GA,United States,,NA,CNN Library,CNN Library,USD
WV,United States,,NA,National Radio Astronomy Observatory,National Radio Astronomy Observatory Green Bank,USD
Hovedstaden,Denmark,Europe/Brussels,EMEA ANZ,University of Copenhagen,ebooks only University of Copenhagen,USD
VA,United States,,NA,Liberty University,Liberty University,USD
,United Kingdom,Europe/London,EMEA ANZ,University of Central Lancashire,University of Central Lancashire,USD
VA,United States,,NA,University of Virginia,University of Virginia,USD
MD,United States,,NA,History Associates Inc,History Associates Inc,USD
CA,United States,,NA,Mechanics Institute,Mechanics' Institute,USD
AB,Canada,,NA,Southern Alberta Institute Of Technology,Southern Alberta Institute of Technology,USD
OR,United States,,NA,Oregon Research Institute,Oregon Research Institute,USD
,Taiwan,Asia/Taipei,APAC,Mackay Medicine Nursing and Management College,Mackay Medicine Nursing and Management College,USD
MA,United States,,NA,New England Biolabs Inc,"New England Biolabs, Inc",USD
MI,United States,,NA,Chadwyck-Healey,Chadwyck-Healey,USD
99,Taiwan,Asia/Taipei,APAC,National Chengchi University,National Chengchi University,USD
IA,United States,,NA,Corteva Agriscience,Corteva Agriscience,USD
NC,United States,,NA,University of North Carolina-Pembroke,University of North Carolina at Pembroke,USD
MO,United States,,NA,Southwest Baptist University,Southwest Baptist University,USD
County,Taiwan,Asia/Taipei,APAC,National Formosa University,National Formosa University,USD
,Taiwan,Asia/Taipei,APAC,National Taipei Univ of Nursing and Health Science,National Taipei University of Nursing and Health Science,USD
,Taiwan,Asia/Taipei,APAC,National Tsing Hua University - Nanda Campus,National Tsing Hua University - Nanda Campus,USD
IL,United States,,NA,Portland Cement Association,Portland Cement Association,USD
BC,Canada,,NA,University of the Fraser Valley,University of the Fraser Valley,USD
MA,United States,,NA,Raytheon Company,Raytheon Company,USD
,Taiwan,Asia/Taipei,APAC,Taipei Medical University Shuang Ho Hospital,Taipei Medical University Shuang Ho Hospital,USD
MD,United States,,NA,Recorded Books Llc,Recorded Books Inc,USD
JS,China,Asia/Shanghai,APAC,Jiangsu Police Institute,Jiangsu Police Institute,USD
GS,China,Asia/Shanghai,APAC,GanSu Vocational Educ Management Committee Library,GanSu Vocational Educ Management Committee Library,USD
PA,United States,,NA,Fox Chase Cancer Center,Fox Chase Cancer Center,USD
MH,India,Asia/Kolkata,APAC,MGM Medical College Aurangabad,MGM Medical College Aurangabad,USD
LN,China,Asia/Shanghai,APAC,Liaoning University,Liaoning University,USD
QC,Canada,,NA,Société d?histoire de Coteau-du-Lac,Société d?histoire de Coteau-du-Lac,USD
Chiba,Japan,Asia/Tokyo,APAC,Chiba Prefectural University of Health Sciences,Chiba Prefectural University of Health Sciences JP,USD
TX,United States,,NA,URS Corporation,AECOM Austin,USD
CA,United States,,NA,Caroline University,Caroline University,USD
NY,United States,,NA,Ambassador Books and Media,Ambassador Books and Media Melville,USD
TBILISI,Georgia,Asia/Tbilisi,EMEA ANZ,Business and Technology University,Business and Technology University,USD
Kanagawa,Japan,Asia/Tokyo,APAC,Kanto Gakuin Diagaku,Kanto Gakuin University,USD
FL,United States,,NA,Franklin Academy 6-12 (Pembroke Pines Campus),Franklin Academy (Pembroke Pines Campus),USD
Tokyo,Japan,Asia/Tokyo,APAC,Tokyo Daigaku,University of Tokyo Library System,USD
BA,Brazil,,LATAM,Faculdade Adventista da Bahia,Faculdade Adventista da Bahia,USD
"BOGOTA, D.C.",Colombia,America/Bogota,LATAM,Universidad de la Guajira,Universidad de la Guajira,USD
SC,United States,,NA,Design Collaborative Inc,Design Collaborative Inc,USD
